COUNTY,COUNTY_FIPS,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,Industry,Label,Temperature Band,Temp_degC,FUEL_TYPE,Natural_gas,Total,MMTCO2E,Thermal MWh,Thermal MWh/hr,Fuel_group
0,0,1011907,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1011907,100-300 C,260,Natural Gas (Weighted U.S. Average),446.4274927,446.4274927,0.022474548,124007.73606722061,14.156134254248927,NG_Type
0,0,1011907,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1011907,850+ C,900,Natural Gas (Weighted U.S. Average),150.5395033,150.5395033,0.007578627,41816.562147667406,4.773580153843311,NG_Type
BEXAR,48029,1005803,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1005803,100-300 C,220,Fuel Gas,0.0,57.846114914,0.00324874,16068.378108581092,1.8342897384224992,FuelGas_Type
BEXAR,48029,1005803,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1005803,550-850 C,600,Fuel Gas,0.0,877.1174420870001,0.04926045799999999,243643.9288280427,27.813233884479764,FuelGas_Type
BOSQUE,48035,1002403,327410,327410,2015,TX,Lime,Lime_1002403,100-300 C,120,Natural Gas (Weighted U.S. Average),0.0,0.0,0.0,0.0,0.0,NG_Type
BOSQUE,48035,1002403,327410,327410,2015,TX,Lime,Lime_1002403,850+ C,1500,Natural Gas (Weighted U.S. Average),287.4010083,287.4010083,0.014468661,79833.67728355741,9.113433479858152,NG_Type
BRAZORIA,48039,1001934,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1001934,100-300 C,260,Natural Gas (Weighted U.S. Average),8674.917979,8674.917979,0.43672235400000003,2409701.366370662,275.0800646541852,NG_Type
BRAZORIA,48039,1001934,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1001934,850+ C,900,Natural Gas (Weighted U.S. Average),2925.263039,2925.263039,0.14726684,812573.7164473421,92.75955667207101,NG_Type
BRAZORIA,48039,1002040,325181,325181,2015,TX,Alkalies and Chlorine,Alkalies and Chlorine_1002040,100-300 C,177,Natural Gas (Weighted U.S. Average)Fuel Gas,48460.715457538005,48611.169186348,2.448112934,13503113.354245376,1541.4512961467324,NG_TypeFuelGas_Type
BRAZORIA,48039,1005992,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1005992,100-300 C,220,Fuel Gas,0.0,3165.8339869,0.177798805,879399.0332131083,100.38801749008086,FuelGas_Type
BRAZORIA,48039,1005992,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1005992,550-850 C,600,Fuel GasNatural Gas (Weighted U.S. Average),2667.692565042,15795.029505942,0.8715542739999999,4387511.706101557,500.85750069652477,FuelGas_TypeNG_Type
BRAZORIA,48039,1006453,325211,325211,2015,TX,Plastics Materials and Resins,Plastics Materials and Resins_1006453,100-300 C,260,Natural Gas (Weighted U.S. Average),1617.664483,1617.664483,0.081438262,449351.60475877405,51.295845292097496,NG_Type
BRAZORIA,48039,1006453,325211,325211,2015,TX,Plastics Materials and Resins,Plastics Materials and Resins_1006453,100-300 C,291,Natural Gas (Weighted U.S. Average),345.4387699,345.4387699,0.017390462,95955.29062528221,10.95380029968975,NG_Type
BRAZORIA,48039,1006967,325110,325110,2015,TX,Petrochemicals,Petrochemicals_1006967,100-300 C,220,Natural Gas (Weighted U.S. Average),836.6511873,836.6511873,0.042119623,232403.2935058194,26.530056336280754,NG_Type
BRAZORIA,48039,1006967,325110,325110,2015,TX,Petrochemicals,Petrochemicals_1006967,850+ C,875,Natural Gas (Weighted U.S. Average)Fuel Gas,117.21912926,24259.00406886,1.3617462820000001,6738617.632239793,769.2485881552275,NG_TypeFuelGas_Type
BRAZORIA COUNTY,48039,1001870,325110,325110,2015,TX,Petrochemicals,Petrochemicals_1001870,100-300 C,220,Natural Gas (Weighted U.S. Average),447.21249049999994,447.21249049999994,0.022514068,124225.79118610901,14.181026391108334,NG_Type
BRAZORIA COUNTY,48039,1001870,325110,325110,2015,TX,Petrochemicals,Petrochemicals_1001870,850+ C,875,Natural Gas (Weighted U.S. Average)Fuel Gas,961.173114,961.173114,0.048388444,266992.745260692,30.47862388820685,NG_TypeFuelGas_Type
BRAZORIA COUNTY,48039,1011834,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1011834,100-300 C,260,Natural Gas (Weighted U.S. Average),32872.4283462,32872.4283462,1.654900234,9131237.401150744,1042.3786987615003,NG_Type
BRAZORIA COUNTY,48039,1011834,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1011834,850+ C,900,Natural Gas (Weighted U.S. Average),3971.4577700089994,3971.4577700089994,0.19993554100000002,1103183.5964375602,125.93420050657079,NG_Type
BURNET,48053,1002405,327410,327410,2015,TX,Lime,Lime_1002405,850+ C,1500,Natural Gas (Weighted U.S. Average),675.8720505,675.8720505,0.034025501,187742.386443789,21.431779274405137,NG_Type
Brazoria,48039,1002190,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1002190,100-300 C,260,Natural Gas (Weighted U.S. Average),3567.9308269,3567.9308269,0.179620735,991092.6892346282,113.13843484413563,NG_Type
Brazoria,48039,1002190,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1002190,850+ C,900,Natural Gas (Weighted U.S. Average),1203.139465,1203.139465,0.060569783,334205.67430877005,38.15133268364955,NG_Type
Brazoria,48039,1004368,325211,325211,2015,TX,Plastics Materials and Resins,Plastics Materials and Resins_1004368,100-300 C,260,Natural Gas (Weighted U.S. Average)Fuel GasLandfill Gas,4884.978072,20101.716750139996,1.094080693,5583814.6754203895,637.421766600501,NG_TypeFuelGas_TypeNG_Type
Brazoria,48039,1004368,325211,325211,2015,TX,Plastics Materials and Resins,Plastics Materials and Resins_1004368,100-300 C,291,Fuel GasLandfill Gas,0.0,0.0,0.0,0.0,0.0,FuelGas_TypeNG_Type
CALHOUN,48057,1002967,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1002967,100-300 C,260,Natural Gas (Weighted U.S. Average),8577.403399859999,8577.403399859999,0.431813167,2382613.961606311,271.9878951605378,NG_Type
CALHOUN,48057,1002967,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1002967,850+ C,900,Natural Gas (Weighted U.S. Average),804.1706239879999,804.1706239879999,0.040484396,223380.9075901387,25.500103606180215,NG_Type
CALHOUN,48057,1003899,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1003899,100-300 C,260,Natural Gas (Weighted U.S. Average)Landfill Gas,837.740279,929.59630504,0.046731117,258221.40242140114,29.477329043538944,NG_TypeNG_Type
CALHOUN,48057,1003899,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1003899,850+ C,900,Natural Gas (Weighted U.S. Average)Landfill Gas,282.493815,299.17767525,0.015049247,83104.97627559451,9.486869437853255,NG_TypeNG_Type
CALHOUN,48057,1006691,325211,325211,2015,TX,Plastics Materials and Resins,Plastics Materials and Resins_1006691,100-300 C,260,Natural Gas (Weighted U.S. Average)Fuel Gas,27682.468889116,29381.540305116,1.4890444250000001,8161545.502874512,931.6832765838484,NG_TypeFuelGas_Type
CALHOUN,48057,1006691,325211,325211,2015,TX,Plastics Materials and Resins,Plastics Materials and Resins_1006691,100-300 C,291,Natural Gas (Weighted U.S. Average)Fuel Gas,5207.574733184,5207.574733184,0.262165479,1446549.6942343852,165.13124363406226,NG_TypeFuelGas_Type
CASS COUNTY,48067,1006668,322121,322121,2015,TX,"Paper Mills, except Newsprint","Paper Mills, except Newsprint_1006668",100-300 C,150,Natural Gas (Weighted U.S. Average),765.2749737110001,765.2749737110001,0.038526333999999995,212576.5516474942,24.266729640124908,NG_Type
CASS COUNTY,48067,1006668,322121,322121,2015,TX,"Paper Mills, except Newsprint","Paper Mills, except Newsprint_1006668",100-300 C,200,Natural Gas (Weighted U.S. Average),158.03515811100002,158.03515811100002,0.007955986000000002,43898.69014975736,5.011265998830749,NG_Type
CASS COUNTY,48067,1006668,322121,322121,2015,TX,"Paper Mills, except Newsprint","Paper Mills, except Newsprint_1006668",100-300 C,275,Natural Gas (Weighted U.S. Average),67.497562391,67.497562391,0.0033980369999999996,18749.3378858472,2.1403353750967122,NG_Type
CASS COUNTY,48067,1006668,322121,322121,2015,TX,"Paper Mills, except Newsprint","Paper Mills, except Newsprint_1006668",300-550 C,505,Natural Gas (Weighted U.S. Average),732.088945954,732.088945954,0.036855638999999996,203358.20322921025,23.21440676132537,NG_Type
CASS COUNTY,48067,1006668,322121,322121,2015,TX,"Paper Mills, except Newsprint","Paper Mills, except Newsprint_1006668",550-850 C,800,Natural Gas (Weighted U.S. Average),894.5809477459999,894.5809477459999,0.045035984,248494.9065029884,28.366998459245252,NG_Type
CHAMBERS COUNTY,48071,1004621,325211,325211,2015,TX,Plastics Materials and Resins,Plastics Materials and Resins_1004621,100-300 C,260,Natural Gas (Weighted U.S. Average),723.6943039,723.6943039,0.036433022,201026.35634873423,22.948214195060984,NG_Type
CHAMBERS COUNTY,48071,1004621,325211,325211,2015,TX,Plastics Materials and Resins,Plastics Materials and Resins_1004621,100-300 C,291,Natural Gas (Weighted U.S. Average),154.5388878,154.5388878,0.007779968,42927.503175308404,4.900399905857124,NG_Type
COMAL,48091,1002432,327410,327410,2015,TX,Lime,Lime_1002432,100-300 C,120,Natural Gas (Weighted U.S. Average),0.0,0.0,0.0,0.0,0.0,NG_Type
COMAL,48091,1002432,327410,327410,2015,TX,Lime,Lime_1002432,850+ C,1500,Natural Gas (Weighted U.S. Average),3.089841689,3.089841689,0.000155552,858.290044687042,0.09797831560354361,NG_Type
DALLAS COUNTY,48113,1004024,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1004024,100-300 C,150,Natural Gas (Weighted U.S. Average),165.21588898,165.21588898,0.008317481,45893.33920908644,5.238965663137722,NG_Type
DALLAS COUNTY,48113,1004024,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1004024,100-300 C,200,Natural Gas (Weighted U.S. Average),43.99489103,43.99489103,0.00221484,12220.81284053134,1.3950699589647648,NG_Type
DALLAS COUNTY,48113,1004024,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1004024,100-300 C,275,Natural Gas (Weighted U.S. Average),18.79042574,18.79042574,0.000945968,5219.56688120572,0.595840968174169,NG_Type
DALLAS COUNTY,48113,1004024,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1004024,300-550 C,505,Natural Gas (Weighted U.S. Average),203.8038484,203.8038484,0.01026012,56612.225400855204,6.462582808316804,NG_Type
DALLAS COUNTY,48113,1004024,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1004024,550-850 C,800,Natural Gas (Weighted U.S. Average),152.9309567,152.9309567,0.00769902,42480.8552902126,4.8494127043621695,NG_Type
DEAF SMITH,48117,1004799,325193,325193,2015,TX,Ethyl Alcohol,Ethyl Alcohol_1004799,100-300 C,233,Natural Gas (Weighted U.S. Average),607.66532,607.66532,0.030591762,168796.05725896,19.268956308100456,NG_Type
DEAF SMITH,48117,1004799,325193,325193,2015,TX,Ethyl Alcohol,Ethyl Alcohol_1004799,300-550 C,450,Natural Gas (Weighted U.S. Average),1338.5060426999999,1338.5060426999999,0.06738455800000001,371807.53152912064,42.44378213802747,NG_Type
DEAF SMITH COUNTY,48117,1000352,325193,325193,2015,TX,Ethyl Alcohol,Ethyl Alcohol_1000352,100-300 C,233,Natural Gas (Weighted U.S. Average),421.3695524,421.3695524,0.021213054,117047.1915265672,13.361551544128675,NG_Type
DEAF SMITH COUNTY,48117,1000352,325193,325193,2015,TX,Ethyl Alcohol,Ethyl Alcohol_1000352,300-550 C,450,Natural Gas (Weighted U.S. Average),928.1518519000001,928.1518519000001,0.046726051000000005,257820.16511707823,29.4315256982966,NG_Type
EL PASO,48141,1003580,331111,331111,2015,TX,Iron and Steel Mills,Iron and Steel Mills_1003580,100-300 C,180,Natural Gas (Weighted U.S. Average),48.680830527999994,48.680830527999994,0.0024507450000000003,13522.463742406784,1.5436602445669845,NG_Type
EL PASO,48141,1003580,331111,331111,2015,TX,Iron and Steel Mills,Iron and Steel Mills_1003580,850+ C,1100,Natural Gas (Weighted U.S. Average),322.83077086000003,322.83077086000003,0.016252308,89675.28586794907,10.236904779446244,NG_Type
EL PASO COUNTY,48141,1003564,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1003564,100-300 C,220,Natural Gas (Weighted U.S. Average)Fuel Gas,1668.6425821999999,11862.19799346,0.656492659,3295057.634227332,376.14813176111096,NG_TypeFuelGas_Type
EL PASO COUNTY,48141,1003564,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1003564,550-850 C,600,Natural Gas (Weighted U.S. Average)Fuel Gas,2771.346946,3381.5918428,0.173790653,939331.8189092984,107.22965969284229,NG_TypeFuelGas_Type
ELLIS,48139,1005344,331111,331111,2015,TX,Iron and Steel Mills,Iron and Steel Mills_1005344,100-300 C,180,Natural Gas (Weighted U.S. Average),243.5413158,243.5413158,0.012260627,67650.4196202924,7.72265064158589,NG_Type
ELLIS,48139,1005344,331111,331111,2015,TX,Iron and Steel Mills,Iron and Steel Mills_1005344,850+ C,1100,Natural Gas (Weighted U.S. Average),2356.8759959999998,2356.8759959999998,0.11865246800000001,654688.300416888,74.73610735352604,NG_Type
GALVESTON,48167,1002460,325110,325110,2015,TX,Petrochemicals,Petrochemicals_1002460,100-300 C,220,Fuel Gas,0.0,79.4390421,0.004461436,22066.4182364538,2.5189975155769178,FuelGas_Type
GALVESTON,48167,1002460,325110,325110,2015,TX,Petrochemicals,Petrochemicals_1002460,850+ C,875,Fuel GasNatural Gas (Weighted U.S. Average),162.72768564700002,180.43545973700003,0.009186717,50121.00113482439,5.721575472011917,FuelGas_TypeNG_Type
