,COUNTY,COUNTY_FIPS,FACILITY_ID,FINAL_NAICS_CODE,FUEL_TYPE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,Industry,Natural_gas,Total,MMTCO2E,Thermal MWh,Thermal MWh/hr
0,SHELBY COUNTY,47157,1003093,331111,Natural Gas (Weighted U.S. Average),331111,2015,TN,180,Iron and Steel Mills,87.25157424,87.25157424,0.004392516000000001,24236.567789238725,2.766731482789808
0,ELLIS,48139,1005344,331111,Natural Gas (Weighted U.S. Average),331111,2015,TX,1100,Iron and Steel Mills,2356.875996,2356.875996,0.11865246800000001,654688.3004168881,74.73610735352604
0,ELLIS,48139,1005344,331111,Natural Gas (Weighted U.S. Average),331111,2015,TX,180,Iron and Steel Mills,243.54131579999998,243.54131579999998,0.012260627,67650.4196202924,7.72265064158589
0,BUTLER,42019,1002903,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,3184.7729312429997,3184.7729312429997,0.160331375,884659.8552948181,100.98856795602947
0,BUTLER,42019,1002903,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,480.24353724099996,480.24353724099996,0.024176956,133401.08928773052,15.228434850197544
0,PUEBLO,8101,1003902,331111,Natural Gas (Weighted U.S. Average),331111,2015,CO,1100,Iron and Steel Mills,2340.437524,2340.437524,0.117824905,650122.054541672,74.21484640886666
0,PUEBLO,8101,1003902,331111,Natural Gas (Weighted U.S. Average),331111,2015,CO,180,Iron and Steel Mills,352.9231186,352.9231186,0.017767248,98034.2780384708,11.19112762996242
0,BERKS,42011,1004036,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,2268.3148374230004,2268.3148374230004,0.114193973,630087.9589096862,71.92784919060342
0,BERKS,42011,1004036,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,342.04747548299997,342.04747548299997,0.0172196621,95013.26364471678,10.846262973141187
0,ALLEGHENY,42003,1005003,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,2241.5322941199997,2241.5322941199997,0.11284570699999999,622648.3575960654,71.07857963425403
0,ALLEGHENY,42003,1005003,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,174.180698836,174.180698836,0.008768798,48383.56616126641,5.523238146263289
0,WASHINGTON COUNTY,1129,1005491,331111,Natural Gas (Weighted U.S. Average),331111,2015,AL,1100,Iron and Steel Mills,6887.980956,6887.980956,0.34676238600000003,1913329.5739957683,218.4166180360466
0,WASHINGTON COUNTY,1129,1005491,331111,Natural Gas (Weighted U.S. Average),331111,2015,AL,180,Iron and Steel Mills,1038.663795,1038.663795,0.052289565999999996,288517.95164751005,32.93583922916781
0,SPENCER,18147,1000214,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,1100,Iron and Steel Mills,2057.527765,2057.527765,0.10358234699999999,571535.94750617,65.24382962399201
0,SPENCER,18147,1000214,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,180,Iron and Steel Mills,310.2621232,310.2621232,0.015619560000000001,86183.9920582496,9.83835525779105
0,Lake,18089,1000156,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,1100,Iron and Steel Mills,9474.4567284,9474.4567284,0.476973622,2631795.641101495,300.4332923631844
0,Lake,18089,1000156,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,180,Iron and Steel Mills,1428.68791937,1428.68791937,0.07192459400000001,396858.0728667599,45.30343297565752
0,MIFFLIN COUNTY,42087,1005536,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,1132.476766327,1132.476766327,0.05701240799999999,314577.1311967814,35.9106314151577
0,MIFFLIN COUNTY,42087,1005536,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,35.399485112,35.399485112,0.0017821080000000001,9833.198175441135,1.1225112072421388
0,PEORIA,17143,1004811,331111,Natural Gas (Weighted U.S. Average),331111,2015,IL,1100,Iron and Steel Mills,1499.763675287,1499.763675287,0.07550273699999999,416601.3541938723,47.557232213912364
0,PEORIA,17143,1004811,331111,Natural Gas (Weighted U.S. Average),331111,2015,IL,180,Iron and Steel Mills,226.15483993200002,226.15483993200002,0.011385341,62820.8391266311,7.171328667423641
0,BOX ELDER,49003,1005777,331111,Natural Gas (Weighted U.S. Average),331111,2015,UT,1100,Iron and Steel Mills,1068.254757,1068.254757,0.053779267,296737.669889946,33.87416322944589
0,BOX ELDER,49003,1005777,331111,Natural Gas (Weighted U.S. Average),331111,2015,UT,180,Iron and Steel Mills,161.0860348,161.0860348,0.008109572,44746.1565746744,5.108008741401187
0,CARROLL COUNTY,21041,1002977,331111,Natural Gas (Weighted U.S. Average),331111,2015,KY,1100,Iron and Steel Mills,3691.6174573,3691.6174573,0.185847505,1025450.1140538794,117.06051530295429
0,CARROLL COUNTY,21041,1002977,331111,Natural Gas (Weighted U.S. Average),331111,2015,KY,180,Iron and Steel Mills,556.67247374,556.67247374,0.028024623000000002,154631.3664105497,17.65198246695773
0,BOYD,21019,1005615,331111,Natural Gas (Weighted U.S. Average),331111,2015,KY,1100,Iron and Steel Mills,1067.0393274880003,1067.0393274880003,0.053718077999999995,296400.05031096167,33.83562218161663
0,BOYD,21019,1005615,331111,Natural Gas (Weighted U.S. Average),331111,2015,KY,180,Iron and Steel Mills,160.595734643,160.595734643,0.008084889,44609.96197766325,5.092461412975258
0,ST JOHN THE BAPTIST,22095,1000330,331111,Natural Gas (Weighted U.S. Average),331111,2015,LA,1100,Iron and Steel Mills,663.1059785,663.1059785,0.033382817,184196.25249577302,21.026969462987786
0,ST JOHN THE BAPTIST,22095,1000330,331111,Natural Gas (Weighted U.S. Average),331111,2015,LA,180,Iron and Steel Mills,99.99217135999999,99.99217135999999,0.005033917,27775.62537603808,3.170733490415306
0,BEAVER,42007,1005190,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,224.8536253,224.8536253,0.011319831,62459.3903285834,7.130067389107694
0,BEAVER,42007,1005190,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,33.90649906,33.90649906,0.001706959,9418.479495888681,1.075168892224735
0,SOMERSET,42111,1011242,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,273.832177,273.832177,0.013785563999999998,76064.554462706,8.683168317660503
0,SOMERSET,42111,1011242,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,41.292153670000005,41.292153670000005,0.002078776,11470.051862145261,1.3093666509298245
0,Bucks,42017,1006391,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,389.986071,389.986071,0.019633112,108329.550830238,12.366387081077399
0,Bucks,42017,1006391,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,58.80742341,58.80742341,0.0029605479999999995,16335.408459982982,1.8647726552491988
0,MONTGOMERY COUNTY,42091,1003523,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,720.8059777000001,720.8059777000001,0.036287615,200224.04287355064,22.856625898807152
0,MONTGOMERY COUNTY,42091,1003523,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,108.69296489,108.69296489,0.0054719420000000005,30192.514401214423,3.446634064065573
0,CUYAHOGA,39035,1003474,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,1100,Iron and Steel Mills,788.511668,788.511668,0.03969613,219031.194113704,25.003560971884017
0,CUYAHOGA,39035,1003474,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,180,Iron and Steel Mills,118.9025531,118.9025531,0.005985925,33028.5133950118,3.770378241439704
0,PETERSBURG CITY,51730,1000394,331111,Natural Gas (Weighted U.S. Average),331111,2015,VA,1100,Iron and Steel Mills,1162.522551,1162.522551,0.05852500099999999,322923.18917167804,36.863377759323974
0,PETERSBURG CITY,51730,1000394,331111,Natural Gas (Weighted U.S. Average),331111,2015,VA,180,Iron and Steel Mills,175.30101957,175.30101957,0.008825199,48694.76661411546,5.558763312113637
0,MECKLENBURG COUNTY,37119,1003507,331111,Natural Gas (Weighted U.S. Average),331111,2015,NC,1100,Iron and Steel Mills,293.5198003,293.5198003,0.0147767,81533.3430877334,9.30745925659057
0,MECKLENBURG COUNTY,37119,1003507,331111,Natural Gas (Weighted U.S. Average),331111,2015,NC,180,Iron and Steel Mills,44.26092226,44.26092226,0.002228233,12294.710463538282,1.403505760677886
0,JACKSON,26075,1003965,331111,Natural Gas (Weighted U.S. Average),331111,2015,MI,1100,Iron and Steel Mills,476.43431699999996,476.43431699999996,0.023985185,132342.971707626,15.107645172103426
0,JACKSON,26075,1003965,331111,Natural Gas (Weighted U.S. Average),331111,2015,MI,180,Iron and Steel Mills,71.84327003,71.84327003,0.003616814,19956.479862393342,2.2781369705928474
0,SAN BERNARDINO,6071,1005800,331111,Natural Gas (Weighted U.S. Average),331111,2015,CA,1100,Iron and Steel Mills,487.007357,487.007357,0.024517465,135279.92961274603,15.44291433935457
0,SAN BERNARDINO,6071,1005800,331111,Natural Gas (Weighted U.S. Average),331111,2015,CA,180,Iron and Steel Mills,73.43761733,73.43761733,0.003697078,20399.35446669274,2.3286934322708612
0,RANKIN COUNTY,28121,1006144,331111,Natural Gas (Weighted U.S. Average),331111,2015,MS,1100,Iron and Steel Mills,321.8070761,321.8070761,0.016200769,89390.92598490581,10.204443605582856
0,RANKIN COUNTY,28121,1006144,331111,Natural Gas (Weighted U.S. Average),331111,2015,MS,180,Iron and Steel Mills,48.52646386,48.52646386,0.002442973,13479.584078103082,1.5387653057195299
0,MADISON,17119,1003268,331111,Natural Gas (Weighted U.S. Average),331111,2015,IL,1100,Iron and Steel Mills,426.43669580000005,426.43669580000005,0.02146815,118454.73248593243,13.522229735837035
0,MADISON,17119,1003268,331111,Natural Gas (Weighted U.S. Average),331111,2015,IL,180,Iron and Steel Mills,64.30394618,64.30394618,0.003237261,17862.221561988044,2.0390663883547995
0,ARMSTRONG COUNTY,42005,1005006,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,641.3108391,641.3108391,0.032285582,178142.0422635198,20.335849573461164
0,ARMSTRONG COUNTY,42005,1005006,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,96.70560271,96.70560271,0.004868461,26862.688909578384,3.0665169988103176
0,DUVAL,12031,1002216,331111,Natural Gas (Weighted U.S. Average),331111,2015,FL,1100,Iron and Steel Mills,746.4923905,746.4923905,0.037580749,207359.16324830902,23.6711373571129
0,DUVAL,12031,1002216,331111,Natural Gas (Weighted U.S. Average),331111,2015,FL,180,Iron and Steel Mills,112.56631286,112.56631286,0.005666938,31268.445253625083,3.5694572207334567
0,WHITLEY,18183,1005602,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,1100,Iron and Steel Mills,2052.770051,2052.770051,0.103342829,570214.359226678,65.09296338204088
0,WHITLEY,18183,1005602,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,180,Iron and Steel Mills,309.5446902,309.5446902,0.015583442999999999,85984.7049543756,9.815605588399041
0,MONTGOMERY,18107,1004151,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,1100,Iron and Steel Mills,1663.123156,1663.123156,0.083726793,461979.02402736805,52.73733150997352
0,MONTGOMERY,18107,1004151,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,180,Iron and Steel Mills,250.7884123,250.7884123,0.012625468,69663.5035918694,7.9524547479302985
0,GUADALUPE,48187,1004259,331111,Natural Gas (Weighted U.S. Average),331111,2015,TX,1100,Iron and Steel Mills,781.9578632,781.9578632,0.039366191,217210.69132396963,24.795741018717994
0,GUADALUPE,48187,1004259,331111,Natural Gas (Weighted U.S. Average),331111,2015,TX,180,Iron and Steel Mills,117.91428096,117.91428096,0.005936172,32753.993136506884,3.7390403123866305
0,MADISON,47113,1004493,331111,Natural Gas (Weighted U.S. Average),331111,2015,TN,1100,Iron and Steel Mills,675.3301888,675.3301888,0.033998222,187591.8691844864,21.41459693886831
0,MADISON,47113,1004493,331111,Natural Gas (Weighted U.S. Average),331111,2015,TN,180,Iron and Steel Mills,101.83550466,101.83550466,0.005126716,28287.662813445484,3.229185252676425
0,LAKE COUNTY,18089,1000895,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,1100,Iron and Steel Mills,282.1944063,282.1944063,0.014206544,78387.39779320141,8.948333081415687
0,LAKE COUNTY,18089,1000895,331111,Natural Gas (Weighted U.S. Average),331111,2015,IN,180,Iron and Steel Mills,42.55312476,42.55312476,0.002142257,11820.32188958328,1.3493518138793699
0,STARK COUNTY,39151,1008994,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,1100,Iron and Steel Mills,562.0192059999999,562.0192059999999,0.028293795,156116.571004268,17.821526370350227
0,STARK COUNTY,39151,1008994,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,180,Iron and Steel Mills,84.74892789,84.74892789,0.004266525,23541.387691428423,2.6873730241356646
0,BERKELEY,45015,1002266,331111,Natural Gas (Weighted U.S. Average),331111,2015,SC,1100,Iron and Steel Mills,2948.93463,2948.93463,0.148458542,819149.1636521401,93.51017849910275
0,BERKELEY,45015,1002266,331111,Natural Gas (Weighted U.S. Average),331111,2015,SC,180,Iron and Steel Mills,444.68061869999997,444.68061869999997,0.022386606,123522.49290124861,14.100741198772672
0,MUSCATINE COUNTY,19139,1002147,331111,Natural Gas (Weighted U.S. Average),331111,2015,IA,1100,Iron and Steel Mills,3198.8695716,3198.8695716,0.161041043,888575.5918599049,101.43556984702111
0,MUSCATINE COUNTY,19139,1002147,331111,Natural Gas (Weighted U.S. Average),331111,2015,IA,180,Iron and Steel Mills,89.49314565,89.49314565,0.004505363,24859.227012365704,2.837811302781473
0,HERTFORD COUNTY,37091,1002958,331111,Natural Gas (Weighted U.S. Average),331111,2015,NC,1100,Iron and Steel Mills,1917.095038,1917.095038,0.09651252699999999,532526.825465564,60.79073350063516
0,HERTFORD COUNTY,37091,1002958,331111,Natural Gas (Weighted U.S. Average),331111,2015,NC,180,Iron and Steel Mills,289.08575970000004,289.08575970000004,0.014553476,80301.66415794661,9.166856639035
0,YAMHILL,41071,1005755,331111,Natural Gas (Weighted U.S. Average),331111,2015,OR,1100,Iron and Steel Mills,708.9934036999999,708.9934036999999,0.035692933999999996,196942.7696929786,22.48205133481491
0,YAMHILL,41071,1005755,331111,Natural Gas (Weighted U.S. Average),331111,2015,OR,180,Iron and Steel Mills,106.91170373,106.91170373,0.0053822670000000005,29697.719238711943,3.390150598026478
0,COOK,17031,1006325,331111,Natural Gas (Weighted U.S. Average),331111,2015,IL,1100,Iron and Steel Mills,721.7078774229999,721.7078774229999,0.03633302100000001,200474.5707748061,22.88522497429293
0,COOK,17031,1006325,331111,Natural Gas (Weighted U.S. Average),331111,2015,IL,180,Iron and Steel Mills,108.828965634,108.828965634,0.005478691999999999,30230.29241588126,3.450946622817495
0,ST. LOUIS COUNTY,27137,1005144,331111,Natural Gas (Weighted U.S. Average),331111,2015,MN,1100,Iron and Steel Mills,4.125613152,4.125613152,0.000207696,1146.004570136256,0.13082243951327124
0,ST. LOUIS COUNTY,27137,1005144,331111,Natural Gas (Weighted U.S. Average),331111,2015,MN,180,Iron and Steel Mills,0.6221162689999999,0.6221162689999999,3.13e-05,172.810212970282,0.019727193261447718
0,DARLINGTON,45031,1007946,331111,Natural Gas (Weighted U.S. Average),331111,2015,SC,1100,Iron and Steel Mills,1179.872943,1179.872943,0.05939847400000001,327742.74636065407,37.41355552062261
0,DARLINGTON,45031,1007946,331111,Natural Gas (Weighted U.S. Average),331111,2015,SC,180,Iron and Steel Mills,177.91734861,177.91734861,0.008956913,49421.52526218859,5.64172662810372
0,MAHONING,39099,1002768,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,1100,Iron and Steel Mills,1107.961471,1107.961471,0.055778227,307767.321491438,35.13325587801804
0,MAHONING,39099,1002768,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,180,Iron and Steel Mills,167.07355517000002,167.07355517000002,0.008411003,46409.35800801226,5.297871918722862
0,MOBILE,1097,1005283,331111,Natural Gas (Weighted U.S. Average),331111,2015,AL,1100,Iron and Steel Mills,3297.8661969,3297.8661969,0.166024842,916074.6764424882,104.5747347537087
0,MOBILE,1097,1005283,331111,Natural Gas (Weighted U.S. Average),331111,2015,AL,180,Iron and Steel Mills,123.79741785,123.79741785,0.006232347,34388.1991355373,3.9255935086229794
0,WESTMORELAND,42129,1004434,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,897.0156022,897.0156022,0.045158555,249171.1999479116,28.444200907295844
0,WESTMORELAND,42129,1004434,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,135.26425747000002,135.26425747000002,0.006809624,37573.43491150167,4.289204898573249
0,STARK,39151,1003799,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,1100,Iron and Steel Mills,1461.819135,1461.819135,0.07359252200000001,406061.19568203,46.354017771921235
0,STARK,39151,1003799,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,180,Iron and Steel Mills,220.43304409999996,220.43304409999996,0.011097285,61231.4501240098,6.989891566667785
0,STARK,39151,1003860,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,1100,Iron and Steel Mills,3312.1674252000003,3312.1674252000003,0.166744811,920047.2430372057,105.02822409100523
0,STARK,39151,1003860,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,180,Iron and Steel Mills,499.45381808,499.45381808,0.025144059000000003,138737.28267862624,15.837589346875143
0,WHITESIDE,17195,1006269,331111,Natural Gas (Weighted U.S. Average),331111,2015,IL,1100,Iron and Steel Mills,651.5632036000001,651.5632036000001,0.032801718,180989.92356960083,20.660950179178176
0,WHITESIDE,17195,1006269,331111,Natural Gas (Weighted U.S. Average),331111,2015,IL,180,Iron and Steel Mills,98.25159419,98.25159419,0.00494629,27292.131330909826,3.1155401062682446
0,TUSCALOOSA COUNTY,1125,1003457,331111,Natural Gas (Weighted U.S. Average),331111,2015,AL,1100,Iron and Steel Mills,1350.33816,1350.33816,0.06798022299999999,375094.23340848,42.81897641649315
0,TUSCALOOSA COUNTY,1125,1003457,331111,Natural Gas (Weighted U.S. Average),331111,2015,AL,180,Iron and Steel Mills,203.62242103,203.62242103,0.010250986,56561.82886887134,6.456829779551523
0,MUSKINGUM COUNTY,39119,1003418,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,1100,Iron and Steel Mills,438.7025321,438.7025321,0.02208565,121861.91196167382,13.911177164574635
0,MUSKINGUM COUNTY,39119,1003418,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,180,Iron and Steel Mills,66.15355643999999,66.15355643999999,0.003330375,18376.00260079032,2.097717191871041
0,BEAVER,42007,1004729,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,577.2913748999999,577.2913748999999,0.029062643,160358.84353697218,18.305804056731983
0,BEAVER,42007,1004729,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,87.05187398000001,87.05187398000001,0.004382462,24181.09545041644,2.760399024020142
0,WASHINGTON COUNTY,42125,1004730,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,1100,Iron and Steel Mills,468.44980639999994,468.44980639999994,0.02358322,130125.05032217919,14.854457799335524
0,WASHINGTON COUNTY,42125,1004730,331111,Natural Gas (Weighted U.S. Average),331111,2015,PA,180,Iron and Steel Mills,70.63925652,70.63925652,0.003556199,19622.03139761256,2.2399579221018904
0,MARICOPA,4013,1004038,331111,Natural Gas (Weighted U.S. Average),331111,2015,AZ,1100,Iron and Steel Mills,50.78235113,50.78235113,0.002556542,14106.219932189142,1.6102990790170253
0,MARICOPA,4013,1004038,331111,Natural Gas (Weighted U.S. Average),331111,2015,AZ,180,Iron and Steel Mills,7.657656122,7.657656122,0.00038551000000000004,2127.128402256916,0.24282287696996757
0,CAYUGA COUNTY,36011,1006341,331111,Natural Gas (Weighted U.S. Average),331111,2015,NY,1100,Iron and Steel Mills,560.3680357000001,560.3680357000001,0.02821067,155657.91222067463,17.769168061720848
0,CAYUGA COUNTY,36011,1006341,331111,Natural Gas (Weighted U.S. Average),331111,2015,NY,180,Iron and Steel Mills,84.49994190000001,84.49994190000001,0.00425399,23472.224861098202,2.679477723869658
0,MISSISSIPPI,5093,1007642,331111,Natural Gas (Weighted U.S. Average),331111,2015,AR,1100,Iron and Steel Mills,2823.8696579999996,2823.8696579999996,0.142162382,784408.865859924,89.5443910799
0,MISSISSIPPI,5093,1007642,331111,Natural Gas (Weighted U.S. Average),331111,2015,AR,180,Iron and Steel Mills,425.82161510000003,425.82161510000003,0.021437183999999998,118283.87659924781,13.502725639183542
0,JEFFERSON COUNTY,1073,1004152,331111,Natural Gas (Weighted U.S. Average),331111,2015,AL,1100,Iron and Steel Mills,397.91353849999996,397.91353849999996,0.020032205,110531.626897453,12.617765627563127
0,JEFFERSON COUNTY,1073,1004152,331111,Natural Gas (Weighted U.S. Average),331111,2015,AL,180,Iron and Steel Mills,60.00283517,60.00283517,0.0030207289999999998,16667.467547852262,1.9026789438187512
0,CABELL,54011,1006972,331111,Natural Gas (Weighted U.S. Average),331111,2015,WV,1100,Iron and Steel Mills,736.4974914,736.4974914,0.037077575,204582.8001661092,23.354200932204247
0,CABELL,54011,1006972,331111,Natural Gas (Weighted U.S. Average),331111,2015,WV,180,Iron and Steel Mills,111.05914553,111.05914553,0.005591063,30849.78732703234,3.5216652199808607
0,MISSISSIPPI,5093,1007921,331111,Natural Gas (Weighted U.S. Average),331111,2015,AR,1100,Iron and Steel Mills,1443.813516,1443.813516,0.072686063,401059.630847448,45.78306288212877
0,MISSISSIPPI,5093,1007921,331111,Natural Gas (Weighted U.S. Average),331111,2015,AR,180,Iron and Steel Mills,217.7179111,217.7179111,0.010960596,60477.245909535806,6.903795195152489
0,RICHLAND COUNTY,39139,1006530,331111,Natural Gas (Weighted U.S. Average),331111,2015,OH,1100,Iron and Steel Mills,1034.11361205,1034.11361205,0.05206049100000001,287254.01092802495,32.79155375890696
